,name,ingredients,steps,loves,url,description,image
212,Nila goreng sambal matah,"3 ekor ikan nila, ukuran sedang--2 siung bawang putih--1 ruas jari kunyit--1 sdt ketumbar halus--secukupnya Garam--Minyak untuk menggoreng--Sambal matah:--10 siung bawang merah--30 biji cabe rawit apa aja--1 buah jeruk nipis--secukupnya Royco--secukupnya Minyak goreng panas--","Cuci bersih ikan.--Uleg bawang putih dan kunyit, lalu lumuri ikan dgn bawang putih dan kunyit yg sudah halus tdi, tambah ketumbar dan garam secukupnya, diamkan slama 30 menit agar meresap k ikan.--Setelah 30 menit lalu goreng ikan.--Menunggu ikan matang kita bikin sambal matahnya, iris tipis bwang merah dan cabe rawit piringkan,--Iris dua bagian jeruk nipis, (klo yg doyan asem sih boleh satu biji jeruk nipis'a), lalu peras k dlam irisan bawang dan cabe tdi, masukan royco dan tuangkan mnyak goreng yg panas, atau yg sedang d pakai menggoreng ikan, kira""3/4 sendok makan, lalu tekan"" cabe dan bawangnya.--Ikan goreng sambal matah siap d sajikan.😉--",1,/id/resep/4468684-nila-goreng-sambal-matah,,https://img-global.cpcdn.com/recipes/6b2d834b843566b3/680x482cq70/nila-goreng-sambal-matah-foto-resep-utama.jpg
213,Tahu Crispy,"bumbu halus--2 siung bawang putih--kunyit--1/4 sdt ketumbar--bahan tepung--6 sdm tepung terigu--1 sdm maizena--secukupnya garam, lada, kaldu jamur--secukupnya air--1 btr telur ayam--tahu potong2 dadu--","Tumbuk bumbu halus, beri air--Potong tahu rendam dalam bumbu min 10mnt--Campur bahan tepung--Gulingkan tahu ke tepung lalu ke telur--Goreng hingga kuning keemasan--",3,/id/resep/4472450-tahu-crispy,,https://img-global.cpcdn.com/recipes/3e3baa51e33c8eba/680x482cq70/tahu-crispy-foto-resep-utama.jpg
214,Ayam Tepung KFC super gurih,4 potong ayam (paha atas atau paha bawah)--1 Sdt air lemon--Secukupnya black papper--Secukupnya garam--Bahan pelapis :--200 gr tepung terigu serba guna--30 gr tepung maizena--1 Sdt oregano--1 Sdt garam--1 Sdt masako ayam--1 Sdt bubuk cabai--Bahan pencelup :--2 sdm tepung terigu--1 Sdt bubuk cabai--1 Sdt garam--Secukupnya lada putih--Air es--,"Marinade Ayam dengan air lemon, black papper Dan garam, diamkan kurleb 1 jam atau lebih--Campur semua bahan pelapis--Campur semua bahan pencelup--Lumuri Ayam dengan bahan pelapis, celupkan ke dalam bahan pencelup dan lumuri dengan bahan pelapis lagi. Lakukan 2-3 kali. Cubit cubit Bagian Luarnya agar hasilnya keriting--Panaskan minyak goreng--Goreng Ayam sampai matang, apinya Jangan terlalu besar agar matangnya merata hingga kebagian dalam--Sajikan bersama kentang, selada atau asparagus sesuai selera--Selamat mencoba--",0,/id/resep/4471388-ayam-tepung-kfc-super-gurih,"Lagi PMS pengennya makan macem2. lagi ngidam banget makan kfc , Mau keluar rumah, males, dingin banget lagi winter (-12'c) . Di kulkas Ada Ayam kemarin dapet yang diskonan di Supermarket😁bikin sendiri deh. Ternyata rasanya enak banget , gurih, komplit, bikin nagih",https://img-global.cpcdn.com/recipes/e0e7afd85525d108/680x482cq70/ayam-tepung-kfc-super-gurih-foto-resep-utama.jpg
215,Ikan Patin,"5 potong Ikan patin--1 buah Jeruk nipis--1 buah Tomat uk. sedang--3 buah Cabai hijau keriting (boleh lebih)--2 buah Cabai rawit/ cengek (boleh lebih)--1 batang serai (geprek)--1/2 ruas Lengkuas (geprek)--Bumbu-bumbu dihaluskan--8 siung Bawang merah--2 siung Bawang putih--5 buah Kemiri--1 sdt Kunyit bubuk--1 buah Cabai merah besar--Nb: Jika hoby pedas, tambahkan cabai sesuai selera masing-masing 😊--","Cuci bersih dan lumuri ikan dengan garam, perasan jeruk nipis selama 15 menit.--Potong dan iris-iris tomat, cabai merah kecil, cabai rawit hijau dan lengkuas (geprek).--Haluskan bumbu - bumbu seperti bawang merah, bawang putih, kemiri, kunyit, cabai merah besar.--Tumis bumbu-bumbu halus serta cabai, serai, lengkuas dan tomat.--Kemudian masukkan ikan patin. Aduk-aduk rata dan masukkan air 250 ml. Aduk2 tercampur smw dan diamkan hingga air menyusut (bumbu-bumbu meresap). Masukkan garam, test rasa.--Angkat dan Sajikan...😄--",4,/id/resep/4467693-ikan-patin,Rasanya 👍👍👍👍,https://img-global.cpcdn.com/recipes/d921685d2e837a09/680x482cq70/ikan-patin-foto-resep-utama.jpg
216,Tumis tempe kacang panjang,"5 buah kacang panjang, potong-potong--1 papan tempe ukuran kecil potong korek--2 lembar daun salam--1 ruas jari lengkuas, geprek--3 buah cabe merah keriting, iris serong--4 buah bawang merah, iris tipis--2 buah bawang putih, iris tipis--1 buah tomat, potong jadi 8 bagian--1 sdm saos tiram--Secukupnya kecap--Secukupnya gula, garam--Secukupnya air dan minyak--","Goreng tempe hingga kuning keemasan, angkat, sisihkan.--Panaskan sedikit minyak, tumis cabe merah, bawang merah, bawang putih dan daun salam, tumis hingga wangi. Masukan kacang panjang, tumis hingga layu lalu tambahkan sedikit air.--Tambahkan bumbu-bumbu, saos tiram, kecap, gula, garam lalu aduk rata. Masukan tomat, tempe yang telah digoreng, aduk rata, tes rasa. Jika sudah pas, tunggu hingga matang dan air menyusut. Angkat, sajikan.--",25,/id/resep/4466372-tumis-tempe-kacang-panjang,Bumbu minim dan sekedar iris-iris tapi enak 😘😘😘,https://img-global.cpcdn.com/recipes/890e521d9e2a5a51/680x482cq70/tumis-tempe-kacang-panjang-foto-resep-utama.jpg
217,Udang goreng tepung mentega,"1/4 kg udang cuci brsh & buang kplanya--2 sdm blueband cake&cookie--4 sdm tepung terigu--2 sdm air--Minyak goreng sckpnya--👉bumbu untuk udangnya--Sdkt garam, lada bubuk&roico--","Udangnya stlh di cuci brsh trskan kmudian di lumuri bumbu...diamkan 15 mnt--Kmudian aduk jd satu terigu,blueband tmbhin aer sdkt2..--Stlh tercmpr rta & dikira pas kekentalanya clpkan udangnya & siap di goreng--Goreng sampe kecoklatan..angkat&trskan... Renyahnya thn lama lhooo--",2,/id/resep/4465926-udang-goreng-tepung-mentega,,https://img-global.cpcdn.com/recipes/a72763f8d9907fad/680x482cq70/udang-goreng-tepung-mentega-foto-resep-utama.jpg
218,Pepes Aceh ikan tongkol,"1/2 kg anak ikan tongkol--2 btg serai, rajang halus--Segenggam cabe rawit utuh utk taburan--1 tangkai daun temurui (ambil daunnya)--Segenggam belimbing wuluh, potong serong--5 lbr daun jeruk, rajang--2 sendok mkn bawang goreng--Bumbu ygdihaluskan🍀--20 bh cabe Rawit (pedas sesuai selera)--Seruas kunyit--2 genggam asam sunti--7 siung bawang merah--4 siung bawang putih--1/2 sendok jinten--Penyedap (optional)--","Cuci bersih ikan,kucuri dgn jeruk nipis dan garam--Haluskan bumbu, lalu tumis bumbu hingga harum beri sedikit garam, gula dan penyedap--Campur bumbu yg sdh ditumis td ke dlm ikan, aduk rata--Tambahkan, rajangan sereh, belimbingwuluh, cabe rawit,daun temurui dan bawang goreng, aduk hingga bumbu merata--Bungkus dgn daun pisang ikan yg sdh dibumbui td, lalu kukus hingga matang.--Terakhir panggang pepes di teflon sebentar sambil dibolak balik, Angkat dan sajikan--",4,/id/resep/4460348-pepes-aceh-ikan-tongkol,Nampol rasanya👌,https://img-global.cpcdn.com/recipes/33a53126bddf6079/680x482cq70/pepes-aceh-ikan-tongkol-foto-resep-utama.jpg
219,Batagor (Bakso Tahu Goreng) ala rumahan anti gagal,Bahan batagor--3 kotak ukuran kecil tahu kuning--5 sdm tepung terigu--1/2 sdm mentega (supaya kriuk2)--2 buah bawang putih--Garam (secukupnya)--Merica (secukupnya)--Air putih matang (secukupnya)--Bahan saus--2 sdm saus cabe (saya pake indofo**)--1/2 siung bawang putih--2 cabe rawit (sesuai selera ya karna suami saya gak suka pedas)--Kecap (secukupnya)--Air matang (secukupnya)--,"Haluskan tahu kuning, bawang putih, garam merica (hingga lumat)--Tambahkan mentega, tepung terigu kedalam adonan tahu dan beri air hingga lembek tapi jangan sampai encer ya. Koreksi rasa--Siapkan wajan dengan minyak, goreng adonan yang telah dibuat. (Saya pake 2 sendok buat bikin kecil2). Angkat dan tata di mangkuk.--Haluskan bawang putih, cabai rawit--Tumis bawang putih dan cabai yang sudah di haluskan hingga harus.--Masukkan saus, kecap, garam. Koreksi rasa--Batagor dan sausnya siap untuk dinikmati 🤤--",7,/id/resep/4473611-batagor-bakso-tahu-goreng-ala-rumahan-anti-gagal,Nunggu suami pulang kerja di rumah sendirian jadilah ngutek2 bahan yang ada di kulkas ,https://img-global.cpcdn.com/recipes/050d52c923af4136/680x482cq70/batagor-bakso-tahu-goreng-ala-rumahan-anti-gagal-foto-resep-utama.jpg
220,“Tongseng Kambing”,250 gr daging kambing potong sesuai selera--500 ml santan dari 1 bks kecil kara--4 lembar daun kol iris kasar--1 batang daun bawang iris kasar--1 buah tomat uk besar potong kasar--10 buah cabe rawit hijau iris kasar--3 lembar daun salam--1 batang serai geprak simpulkan--1/2 ruas lengkuas geprak--3 lembar daun jeruk--Bumbu halus:--4 buah bawang putih--5 buah bawang merah--4 buah kemiri sangrai--1 sdt ketumbar sangrai--1 sdt merica sangrai--2 cm kunyit bakar--2 cm jahe bakar-->>--1 sdm garam--1 sdm gula pasir--3 sdm kecap manis--Minyak goreng secukup mya utk menumis--,"Bungkus daging kambing dengan daun pepaya Yg telah di remas2 kurang lebih 1 jam Supit daging empuk dan tidak bau saat di masak--Setelah satu jam tumis daging dengan sedikit minyak hingga warna nya berubah angkat dan sisihkan--Tumis bumbu halus, hingga harum masuk an daun salam, jeruk, lengkuas, serai aduk rata--Tambahkan gula pasir garam dan kecap aduk2 kmudian masukan daging kambing diamkan sebentar hingga bumbu meresap--Tambahkan santan dan kalo agak kental bisa di tambahkan air, aduk2 sebentar--Kemudian masukan daun kol daun bawang cabe rawit dan tomat masak sebentar hingga sayuran layu--Angkat dan sajikan dengan ditambah taburan bawang goreng--Selamat mencoba ☺️--",52,/id/resep/3995254-tongseng-kambing,Masak kambing gak mesti nunggu lebaran haji..,https://img-global.cpcdn.com/recipes/0ac3fe23113463c8/680x482cq70/tongseng-kambing-foto-resep-utama.jpg
221,Sayur Lodeh Tempe Semangit (Bumbu Ulek),"1 buah labu siam, potong tipis--1 buah terong ungu, potong kecil--1 ikat kacang panjang, potong-potong--1 papan tempe semangit, potong kasar--1 bungkus santan kara cair--3 lembar daun salam--1 ruas lengkuas, geprek--1.5 sdm ebi, seduh, tiriskan--2 buah gula jawa, sisir halus--Sesuai selera garam dan gula--Bumbu Halus:--5 siung bawang merah--2 siung bawang putih--3 buah cabe merah--","Tumis ebi hingga setengah kering. Masukkan bumbu halus. Tumis hingga harum. Tambahkan daun salam dan lengkuas.--Masukkan air sesuai selera. Tambahkan santan cair. Masukkan gula jawa, garam, dan gula pasir. Aduk rata.--Setelah setengah mendidih masukkan kacang panjang dan labu siam. Setelah setengah empuk, masukkan terong dan tempe semangit. Biarkan hingga mendidih.--Matikan api setelah didapat kematangan yg diinginkan. Jangan lupa koreksi rasa. Sajikan dengan nasi hangat, sambal terasi, dan empal daging.--",6,/id/resep/4471934-sayur-lodeh-tempe-semangit-bumbu-ulek,"Akhirnya kesampaian juga masak sayur lodeh sendiri.
Kali ini sayur lodeh versi bumbu nya diulek, kapan2 saya coba masak bumbunya di iris 😉
Dan ditambahin tempe semangit biar makin sedap 😍
Sayur lodeh emang lebih enak kalo dimasak sedikit medok atau sampai sayuran sedikit lebih layu ya hehehe",https://img-global.cpcdn.com/recipes/6a6c70b88c85f2f4/680x482cq70/sayur-lodeh-tempe-semangit-bumbu-ulek-foto-resep-utama.jpg
222,Kambing goreng simple with kecap cabe,Secukupnya daging kambing potong dadu kayak sate (saya -+200gr)--2 sdt bawang putih bubuk(bisa bawang putih biasa di geprek)--2 sdt garam(suami suka asin)garam disesuaikan rada asin gpp ya--Secukupnya merica halus--Bumbu kecap:--Kecap--Cabe rawit--Bawang goreng--,"Godok air dalam panci sampai mendidih masukan daging dan bumbu semua--Godok sampai air sat(habis)sampai daging benar2 empuk ya..masak dgn api kecil aja biar cpt empuk dan ga alot--Setelah daging empuk airnya habis masukan minyak sy td 2-3 sdm--Aduk sebentar sampai harum..--Matikan kompor--Siapakan kecap,cabe rawit iris,sedikit bawang goreng aduk rata--Masukan daging tadi kedalam kecap cabe..siap hidangkan--Rasa nya kayak sate gt hehe enak simple selamat mencoba😊--",4,/id/resep/4280007-kambing-goreng-simple-with-kecap-cabe,Ni masakan resep kk ipar tercinta masaknya gampang rasa nya mantap mashaAllah ..wajib coba ni teman2..kyknya kambing bs ganti daging lain sesuka hati..kebetulan pas ada kambing dan suami sukanya kambing jadi saya pake kambing,https://img-global.cpcdn.com/recipes/ae2dcd9ee29135fe/680x482cq70/kambing-goreng-simple-with-kecap-cabe-foto-resep-utama.jpg
223,Ayam suwir,400 grm dada ayam--3 lembar daun jeruk--4 siung bawang putih--6 siung bawang merah--1 cm jahe--1 cm kunyit--secukupnya Garam dan gula--Minyak untuk menumis--,"Rebus ayam sampai matang dan di suir suir.--Haluskan bawang putih, bawang merah, jahe, dan kunyit.--Panaskan minyak tumis bumbu halus, masukkan daun jeruk masak hingga harum tambahkan air secukupnya.--Masukkan ayam masak hingga matang.--",0,/id/resep/4472222-ayam-suwir,"Alternatif masak daging ayam supaya kemakan, daaaan anak anak sukaa lhooo..",https://img-global.cpcdn.com/recipes/ba957ac668a6786f/680x482cq70/ayam-suwir-foto-resep-utama.jpg
224,Cah udang dan kol,"500 gram kol ukuran kecil, belah dua bagian--200 gram udang kupas, sisakan ekornya belah punggungnya--2 siung bawang putih, cincang halus--1 sdm saus tiram--1 sdm minyak wijen--1 sdm kecap ikan--1 sdm kecap inggris--1 sdt tepung maizena, larutkan--1 sdm margarin untuk menumis--1 sdt garam--1 sdt lada--secukupnya Air--","Siapkan kol, rebus sebentar angkat tiriskan dalam mangkuk saji--Tumis bawang putih hingga harum, masukan udang aduk sampai berubah warna, tambahkan kecap ikan saus tiram kecap inggris minyak wijen garam gula pasir & lada aduk2 tambahkan air biarkan mendidih--Masukan larutan maizena aduk2 sebentar, incip rasa & sesuaikan tambahkan garam, gula (jika rasa belum pas)--Angkat siramkan diatas kol, sajikan--",1,/id/resep/4465640-cah-udang-dan-kol,,https://img-global.cpcdn.com/recipes/718042d0e596463f/680x482cq70/cah-udang-dan-kol-foto-resep-utama.jpg
225,Tumis Tongkol Petai,2 bungkus tongkol--2 cabe gendot--2 papan petai--2 cabe rawit--2 bh cabe merah--3 bh b. Merah--3 bh b. Putih--2 lembar daun salam--Secukupnya garam--Secukupnya gula putih--,"Cuci bersih ikan tongkol, goreng sebentar--Iris b. Merah, b. Putih, cabe merah, cabe rawit, cabe gendot. Tumis--Masukan petai, tambahkan sedikit air. Masukan garam, gula pasir. Cek rasa. Sajikan--",6,/id/resep/4472513-tumis-tongkol-petai,,https://img-global.cpcdn.com/recipes/1a8c23899aae072d/680x482cq70/tumis-tongkol-petai-foto-resep-utama.jpg
226,Telur cah tomat,2 butir telur--1 buah tomat (potong2)--2 siung bawang merah (iris)--1/2 siung bawang bombay (iris)--2 buah cabe rawit merah/sesuai selera (iris)--Secukupnya daun bawang--Garam--Merica--Gula--,"Tumis bawang merah dan bawang bombay, masukkan telur lalu orak arik dan sisihkan--Tambahkan sedikit minyak disisi lain wajan, masukkan tomat, cabe dan daun bawang lalu aduk2 sampai tomat layu,--Setelah layu, aduk rata dengan telur yg sudah di orak arik, tambahkan garam, merica dan gula, koreksi rasa, sajikan dengan nasi hangat--",2,/id/resep/4472560-telur-cah-tomat,"Enak, gampang dan cepat bikinnya",https://img-global.cpcdn.com/recipes/b1a7d03e49d394f0/680x482cq70/telur-cah-tomat-foto-resep-utama.jpg
227,Cah sawi putih campur telur,"1 buah sawi putih potong sesuai selera--2 butir telur kocok lepas--3 siung bawang putih geprek--10 buah cabe merah iris--secukupnya Air--secukupnya Garam, gula--","Siapkan bahannya--Tumis bawang dan cabe sampai harum.--Sisihkan cabe dan bawang kepinggir wajan, masukkan telur aduk rata bikin orak arik.--Masukkan sawi aduk sebentar tambahkan sedikit air, garam, gula, aduk rata tes rasa.--Siap disajikan, simple dan lezat. Happy cooking moms 😊😊--",3,/id/resep/4472439-cah-sawi-putih-campur-telur,"Menu yg simple banget dengan rasa yg lezat,  kesukaan di rumah ini dengan tambahan irisan cabe yg agak banyak makin enak. 👍👍👍👍",https://img-global.cpcdn.com/recipes/e4caaa08b38d2c40/680x482cq70/cah-sawi-putih-campur-telur-foto-resep-utama.jpg
228,Rabeg Kambing,1 kg daging kambing bagian paha beserta tulang--Bumbu halus--100 gr cabe--7 siung bawang putih--8 siung bawang mersh--7 butir kemiri--2 cm jahe--1 ruas kunyit--1/2 sdt klabet--1/2 sdt jinten--Bumbu lain--1 batang sereh--3 lembar daun salam--2 cm kayu manis--5 butir cengjeh--3 kapulaga hijau--5 sdm kecap manis--Garam--Gula--Pelengkap--Acar--Bawang goreng--,Tumis bumbu halus hingga harum. Masukan bumbu bumbu lain kecuali kecap.--Masukan daging kambing. Aduk sampai daging terbalut bumbu dan berubah warna--Pindahkan tumisan daging ke panci. Tambahkan air. Beri kecap gulz dan garam. Masak sampai daging empuk dan air tinggal sedikit--Sajikan dengan nasi dan pelebgkap--,6,/id/resep/4469170-rabeg-kambing,Bosan dengan menu daging kambing yg digulai atau sop. Akhirnya aku mencoba masak rabeg. Ini adalah makanan khas Serang Banten. Makanan ini selalu ada di acara syukuran. Resep aku dapat dari ncc week dengan beberapa perubahan mengikuti selera aku. Aku langsung cocok dengan rasa makanan ini. Enak dan tidak tercium bau kambing.,https://img-global.cpcdn.com/recipes/a221d3fea2d62b9d/680x482cq70/rabeg-kambing-foto-resep-utama.jpg
229,Tempe kecap pedas manis,1 kotak tempe ukuran kecil (iris dadu)--1 siung bawang putih--1 siung bawang merah--10 cabe rawit (harusnya cabe hijau) iris bulet--1 butir kemiri--1 ruas jahe--Garam--Sepucuk sdm maizena--1/2 gelas Air--Kecap--Minyak--,"Haluskan kemiri, garam dan geprek jahe. Larutkam maizena ke dalam air. Iris tipis bawang merah dan bawang putih.--Goreng basah (sebentar saja) tempe. Lalu angkat.--Tumis bawang merah dan bawang putih sampe harum. Masukan cabe. Masukan tempe.--Masukan bumbu halus ke larutan maizena. Aduk. Masukan ke tumisan tempe. Aduk sampe rata.--Tambah kecap secukupnya, hingga warna rata menjadi kecoklatan.--Test rasa. Done--",5,/id/resep/4471114-tempe-kecap-pedas-manis,Ini lauk yang gak boleh ketinggalan kalo pas makan nasi uduk *itu mah aturan suamiku sndr 😀😁😂,https://img-global.cpcdn.com/recipes/f69b1c0c5a68f439/680x482cq70/tempe-kecap-pedas-manis-foto-resep-utama.jpg
230,Udang Goreng Saus Telur Asin,1/4 kg udang kupas--2 butir telur asin--1 bks tepung bumbu--2 bh jeruk nipis--2 bh bawang putih--1 bh daun bawang--1 bh cabai rawit--1 bh cabai besar--Kaldu bubuk (secukupnya)--Mentega--secukupnya Air--,"Cuci udang dengan air bersih lalu campurkan udang dengan 2 bh jeruk nipis lalu bilas dengan air lagi agar bau amisnya hilang--Goreng udang dengan baluran tepung bumbu hingga matang dan renyah lalu angkat dan tiriskan--Kupas 1 butir telur asin hancurkan, lalu tambahkan 1 butir telur asin lagi tetapi hanya kuningnya saja--Geprek lalu cincang 2 bh bawang putih, potong cabai miring ataupun sesuai selera, potong juga daun bawang--Panaskan mentega lalu tambahkan bawang putih, cabai rawit, cabai besar lalu tumis sampai wangi lalu tambahkan daun bawang--Tambahkan air secukupnya aduk lalu tambahkan juga telur asin yang sudah dihaluskan dan kaldu bubuk secukupnya (bisa juga ditambahkan sedikit gula jika mau tapi saya tidak pakai) tunggu sampai air meletup yang artinya matang--Masukkan udang yang sudah digoreng aduk sampai saus merata--Udang siap disajikan😊--",6,/id/resep/4471455-udang-goreng-saus-telur-asin,Dirumah ada telur asin oleh2 dari ayah tapi gaada yang mau makan jadi dimasak yang lain ajadeh biar pada mau makan dan langsung habis tuntas😁,https://img-global.cpcdn.com/recipes/9035ee47f6544d8d/680x482cq70/udang-goreng-saus-telur-asin-foto-resep-utama.jpg
231,Sop Tahu Sederhana,Bahan isian:--3 bh tahu putih potong dadu--secukupnya Kol--secukupnya Wortel--2 bh sosis ayam potong² serong--3 sdm makaroni rebus--Seledri--Daun bawang--Bumbu halus:--secukupnya Merica--3 siung bawang putih--2 siung bawang merah--Gula--Garam--Kaldu ayam bubuk--Bumbu sop²n:--2 bh kapulaga--1 bh cengkeh--secukupnya Kayumanis--1 bh bunga lawang--Pelengkap:--1 butir telur rebus diiris tipis--sesuai selera Cabe rawit utuh--Jeruk--Bawang goreng--,"Tumis bumbu halus dalam minyak panas secukupnya... Masukan wortel, sosis, tahu dan makaroni.. Kemudian angkat.--Panaskan panci berisi air secukupnya. Kemudian masukan tumisan bumbu dan sayur tadi.. Masak hingga mendidih.--Jika sudah mendidih tambahkan kol beserta rawit. Lalu matikan api, masukan seledri dan daun bawang. Tambahkan gula garam beserta kaldu ayam.--Lalu...sajikan..dg nasi hangat jgn lupa pelengkapnyaaa yaaaa...--",1,/id/resep/4471684-sop-tahu-sederhana,"Apapun hidangan yg ada di hari ini, letakan sabar dan rasa syukur di dalam hati niscaya semua terasa ni'mat..",https://img-global.cpcdn.com/recipes/1e929a401a0ce2f8/680x482cq70/sop-tahu-sederhana-foto-resep-utama.jpg
232,Kering Tempe,1 papan tempe--Bumbu :--12 siung bawang merah--7 siung bawang putih--1 jempol jahe--10 buah cabai rawit--2 buah cabai keriting--2 buah cabai merah besar--1 blok gula merah--,"Tempe potong korek api. Goreng sampai kering. Tiriskan--Haluskan bawang merah, bawang putih, cabai rawit, cabai keriting dan jahe. Iris serong cabai merah besar (buang bijinya). Tumis sampai harum--Sisir gula merah. Kemudian masukkan ke tumisan bumbu, aduk2 sampai gula merah hancur. Tambahkan garam, merica. Tumis lagi dan cek rasa--Masukkan tempe kering. Tambahkan 1 gelas air. Aduk2 dan biarkan air menyusut. Angkat dan siap dihidangkan--",3,/id/resep/4471279-kering-tempe,,https://img-global.cpcdn.com/recipes/5fbc432ab3f88a2d/680x482cq70/kering-tempe-foto-resep-utama.jpg
233,Orek tempe manis pedas super simple,Tempe (saya beli 3000 saja)--3 buah cabe gendot--3 buah cabe keriting--3 buah cabe rawit merah--2 siung bawang merah--1 siung bawang putih--Kecap--Saus tiram--Saus tomat--Kaldu bubuk--Garam--Gula--,"Potong2 tempe sesuai selera lalu goreng sebentar.--Tumis duo bawang dan semua cabe (cabe bisa sesuai selera ya pedesnya suka segimana) sampai harum. Masukkan tempe, kecap, saus tiram, saus tomat, kaldu bubuk, gulgar, dan tambahkan air satu gelas belimbing. Aduk2 dan tutup wajan.--Saat air sudah menyusut dan kuah kecap mengental. Cek rasa. Klo sudah oke. Matikan api. Sajikan. (Klo aku suka airnya sedikit sekali 😋). Selamat mencoba !--",7,/id/resep/4474061-orek-tempe-manis-pedas-super-simple,Kali ini post kesukaan suami. Klo makan pake orek tempe ini pasti buanyakk (yg masak jd seneng 😊) bikinnya gampang dan pastinya murah hehe 😁,https://img-global.cpcdn.com/recipes/7dcc220d418b2cf0/680x482cq70/orek-tempe-manis-pedas-super-simple-foto-resep-utama.jpg
234,Oseng Tetelan Sapi,1/4 kg tetelan sapi--500 ml air--2 lbr daun salam--secukupnya Garam--secukupnya Gula--Minyak goreng secukupnya untuk menumis--Bumbu halus :--100 g cabe merah keriting--30 g cabe rawit merah (boleh ditambah kalo mau lebih pedas)--50 gr bawang merah--,"Rebus tetelan sapi bersama daun salam hingga empuk. Angkat, potong +/- 1 cm, sisihkan.--Rebus atau kukus bahan bumbu halus, lalu ulek kasar.--Tumis bumbu yang telah diulek kasar dengan minyak goreng secukupnya.--Beri garam dan gula secukupnya (lebih baik dirasa ya).--Masukkan tetelan yang telah direbus, aduk rata.--Tambahkan 100 ml air rebusan tetelan.--Koreksi rasa. Jika air sudah susut, matikan kompor.--Siap disajikan dengan nasi hangat.--",4,/id/resep/4462785-oseng-tetelan-sapi,"Resep ini dibuat waktu cookpad #kitaberbagi pas idul adha tahun lalu, memanfaatkan tetelan sapi yg tersisa di kulkas waktu itu 😀",https://img-global.cpcdn.com/recipes/ae01b2ed8d8dae53/680x482cq70/oseng-tetelan-sapi-foto-resep-utama.jpg
235,Ayam goreng tepung simple,500 gram ayam dada potong2--6 siung bawang putih haluskan--1/2 sdt lada bubuk--secukupnya Kaldu bubuk--secukupnya Garam--1 butir telur--Tepung pelapis :--100 gram tepung terigu--20 gram tepung meizena--,"Potong ayam sesuai selera, aku pake ayam dada utuh karna yg ada stok di kulkas itu hehehhehe--Campur ayam dengan bawang putih yg sudah di haluskan, garam, lada, kaldu bubuk, aduk rata.--Simpan di kulkas minimal 2 jam. (Semakin lama dibumbui ayamnya semakin enak, aku bumbui malam karna untuk di goreng pagi)--Keluarkan ayam dari kulkas masukkan telur ke ayam aduk rata.--Siapkan tepung pelapis diaduk rata lalu gulingkan potongan ayam ke dalam tepung remas sedikit.--Goreng ayam ke dalam minyak panad sampai kecoklatan.--Angkat sajikan, happy cooking moms. 😊😊😊😊😊--",7,/id/resep/4471562-ayam-goreng-tepung-simple,Bikin menu bekal sekolah anakku yg cepet aja bikin ayam goreng tepung ini rasanya enak garing dan proses masaknya sangat mudah cukup satu kali celupkan di tepung engga ribet 😁😁😁 yuuukkk moms di bikin resepnya😊😊😊,https://img-global.cpcdn.com/recipes/7369cf8e6aecce9e/680x482cq70/ayam-goreng-tepung-simple-foto-resep-utama.jpg
236,Sayur bening BATA JAWO(bayem tahu jagung wortel),1 ikat bayam petik daunnya--1 buah jagung muda pipil--1/2 bh tahu putih iris dadu--1 bh wortel iris tipis--2 siung bwg merah--2 lembar daun salam--secukupnya Gula--secukupnya Garam--secukupnya Air--Penyedap(optional)--,"Siapkan bahannya cuci bersih.iris tipis bawang merah.goreng tahu sebentar.--Siapkan panci.masukkan bawang merah,air,wortel,jagung dan daun salam.tunggu sampai mendidih serta wortel dan jagung empuk--Setelah empuk masukan garam,gula dan penyedap koreksi rasa--Masukan tahu goreng dan bayam.masak sampai mendidih saja jangan sampai bayam overcook.angkat dan sajikan.--",1,/id/resep/4472112-sayur-bening-bata-jawobayem-tahu-jagung-wortel,Pernah beli sayur bening kok dikasih salam sedep banget.Iseng buat lah,https://img-global.cpcdn.com/recipes/66abc37ced616803/680x482cq70/sayur-bening-bata-jawobayem-tahu-jagung-wortel-foto-resep-utama.jpg
